device_type,manufacturer,region,manufacturing_year,base_lifespan_yrs,current_age_yrs,daily_usage_hrs,temperature,environment,power_quality,maintenance,software_load,remaining_life_yrs,failed
Projector,Sony,Vidarbha/Marathwada,2022,5,3.3,13.1,Hot,Harsh,Frequent Outages,Occasional,Light,0.68,0
Keyboard,Zebronics,Pune/Nashik,2025,4,0.5,13.4,Normal,Clean,UPS Protected,None,Office,3.44,0
Router / Switch,D-Link,Pune/Nashik,2021,6,3.68,5.4,Normal,Normal,Direct Grid,Occasional,Heavy,1.85,0
Smartphone,Xiaomi,Vidarbha/Marathwada,2025,4,0.38,1.4,Hot,Clean,Direct Grid,Occasional,Light,3.4,0
Monitor,Samsung,Konkan/Mumbai,2022,7,3.48,6.6,Hot,Normal,UPS Protected,Occasional,Light,2.91,0
Washing Machine,Samsung,Konkan/Mumbai,2024,10,1.13,8.5,Hot,Harsh,Direct Grid,Regular,Office,8.87,0
Laptop,Acer,Pune/Nashik,2018,5,6.77,3.0,Cool,Harsh,UPS Protected,Occasional,Light,0.0,1
Router / Switch,D-Link,Konkan/Mumbai,2018,6,7.4,5.5,Hot,Harsh,Frequent Outages,None,Office,0.0,1
Camera,Canon,Vidarbha/Marathwada,2022,5,2.96,8.2,Normal,Normal,Direct Grid,None,Office,1.68,0
Motherboard,Asus,Pune/Nashik,2021,8,4.21,9.8,Normal,Normal,Direct Grid,Occasional,Light,3.11,0
Laptop,Acer,Pune/Nashik,2024,5,0.88,10.3,Normal,Clean,Direct Grid,Regular,Light,3.88,0
Smartwatch,boAt,Konkan/Mumbai,2023,3,1.74,10.1,Hot,Harsh,UPS Protected,Occasional,Office,0.7,0
Camera,Canon,Vidarbha/Marathwada,2024,5,1.46,6.4,Hot,Clean,Direct Grid,None,Office,3.54,0
Microwave,IFB,Pune/Nashik,2018,8,7.0,6.2,Hot,Clean,Direct Grid,Regular,Light,0.0,1
Projector,ViewSonic,Pune/Nashik,2022,5,2.6,10.1,Hot,Harsh,UPS Protected,None,Light,2.02,0
Keyboard,Logitech,Pune/Nashik,2021,4,3.73,9.9,Cool,Clean,Direct Grid,Occasional,Office,0.0,1
Television,Mi,Pune/Nashik,2022,8,2.67,4.4,Hot,Clean,Direct Grid,Occasional,Light,5.07,0
Printer,Canon,Pune/Nashik,2024,5,1.4,2.7,Normal,Normal,UPS Protected,None,Office,3.39,0
Television,TCL,Pune/Nashik,2021,8,4.5,11.4,Normal,Clean,UPS Protected,Regular,Office,3.42,0
Battery,Exide,Pune/Nashik,2024,3,0.84,9.8,Normal,Normal,Frequent Outages,Regular,Office,2.11,0
Router / Switch,Netgear,Vidarbha/Marathwada,2020,6,5.13,4.6,Cool,Harsh,Frequent Outages,None,Heavy,0.32,0
Monitor,LG,Konkan/Mumbai,2019,7,6.04,9.1,Hot,Clean,Frequent Outages,Occasional,Heavy,0.0,1
Router / Switch,D-Link,Vidarbha/Marathwada,2021,6,4.42,9.2,Hot,Harsh,Frequent Outages,None,Office,0.61,0
Mouse,HP,Konkan/Mumbai,2020,3,4.82,11.4,Cool,Normal,UPS Protected,Occasional,Light,0.0,1
Laptop,Acer,Pune/Nashik,2023,5,1.98,8.6,Hot,Clean,UPS Protected,Regular,Light,3.02,0
Smartphone,Realme,Vidarbha/Marathwada,2020,4,5.28,8.8,Hot,Harsh,Frequent Outages,None,Heavy,0.0,1
Printer,Brother,Konkan/Mumbai,2022,5,2.96,1.7,Normal,Clean,UPS Protected,Regular,Light,2.04,0
Hard Disk / SSD,Samsung,Pune/Nashik,2018,5,6.99,13.1,Cool,Normal,UPS Protected,Occasional,Office,0.0,1
Television,Sony,Pune/Nashik,2022,8,3.23,13.7,Normal,Normal,UPS Protected,Regular,Heavy,3.77,0
Monitor,LG,Vidarbha/Marathwada,2022,7,2.91,11.1,Normal,Harsh,UPS Protected,Regular,Light,3.65,0
Motherboard,Gigabyte,Konkan/Mumbai,2016,8,9.27,6.9,Hot,Normal,Direct Grid,Regular,Office,0.0,1
Air Conditioner,Blue Star,Vidarbha/Marathwada,2016,10,8.66,10.6,Normal,Harsh,UPS Protected,Regular,Office,0.55,0
Washing Machine,Samsung,Konkan/Mumbai,2013,10,11.71,10.6,Hot,Harsh,Direct Grid,Regular,Office,0.0,1
Printer,Canon,Konkan/Mumbai,2024,5,1.01,6.3,Normal,Harsh,UPS Protected,Occasional,Office,3.94,0
Printer,Brother,Konkan/Mumbai,2020,5,4.99,8.2,Hot,Normal,Frequent Outages,Regular,Office,0.0,1
Television,LG,Pune/Nashik,2022,8,3.17,8.2,Hot,Normal,UPS Protected,Occasional,Office,4.68,0
Laptop,Apple,Konkan/Mumbai,2019,5,5.86,4.7,Normal,Normal,Direct Grid,Regular,Heavy,0.0,1
Refrigerator,Whirlpool,Konkan/Mumbai,2020,12,4.65,13.9,Cool,Normal,Direct Grid,Regular,Light,6.33,0
Air Conditioner,Samsung,Vidarbha/Marathwada,2024,10,0.66,7.3,Hot,Normal,Frequent Outages,Occasional,Light,9.34,0
Washing Machine,LG,Vidarbha/Marathwada,2018,10,6.92,2.1,Hot,Clean,Direct Grid,Occasional,Heavy,2.38,0
Keyboard,Zebronics,Vidarbha/Marathwada,2019,4,5.52,6.1,Hot,Harsh,Frequent Outages,None,Office,0.0,1
Battery,Luminous,Vidarbha/Marathwada,2021,3,3.5,11.1,Hot,Harsh,UPS Protected,Occasional,Light,0.0,1
Camera,Sony,Pune/Nashik,2024,5,1.39,1.2,Normal,Normal,Frequent Outages,Occasional,Office,3.06,0
Smartwatch,Apple,Konkan/Mumbai,2022,3,3.3,3.4,Normal,Normal,UPS Protected,Occasional,Heavy,0.0,1
Printer,Epson,Konkan/Mumbai,2021,5,4.29,10.4,Normal,Clean,UPS Protected,None,Light,0.0,1
Camera,Sony,Pune/Nashik,2020,5,5.19,2.8,Cool,Harsh,Direct Grid,Occasional,Light,0.0,1
Hard Disk / SSD,WD,Vidarbha/Marathwada,2020,5,5.41,7.6,Hot,Normal,Direct Grid,None,Office,0.0,1
Air Conditioner,Samsung,Pune/Nashik,2021,10,4.37,4.6,Normal,Normal,Frequent Outages,None,Light,5.47,0
Smartwatch,Apple,Pune/Nashik,2022,3,2.68,5.9,Hot,Clean,Frequent Outages,Regular,Office,0.0,1
Printer,HP,Pune/Nashik,2020,5,4.96,4.6,Hot,Clean,Direct Grid,Regular,Light,0.0,1
Monitor,Dell,Vidarbha/Marathwada,2020,7,5.01,1.1,Hot,Clean,Frequent Outages,Regular,Heavy,1.29,0
Microwave,IFB,Pune/Nashik,2017,8,7.64,8.3,Cool,Normal,Frequent Outages,None,Office,0.0,1
Smartwatch,Noise,Pune/Nashik,2022,3,3.01,11.7,Hot,Normal,Direct Grid,Occasional,Light,0.0,1
Laptop,Asus,Konkan/Mumbai,2025,5,0.05,8.5,Cool,Normal,Direct Grid,Occasional,Light,4.95,0
Mouse,Dell,Vidarbha/Marathwada,2022,3,2.61,13.3,Hot,Clean,UPS Protected,Occasional,Office,0.0,1
Smartwatch,Samsung,Konkan/Mumbai,2023,3,2.2,2.3,Normal,Harsh,Direct Grid,None,Heavy,0.61,0
Air Conditioner,Samsung,Konkan/Mumbai,2021,10,3.94,8.7,Normal,Harsh,UPS Protected,None,Office,5.34,0
Smartphone,Samsung,Konkan/Mumbai,2022,4,2.64,3.7,Normal,Normal,Direct Grid,Regular,Light,0.98,0
Computer,Lenovo,Vidarbha/Marathwada,2020,6,4.92,9.0,Hot,Harsh,Frequent Outages,Regular,Heavy,0.0,1
Camera,Canon,Konkan/Mumbai,2022,5,3.08,2.7,Normal,Normal,UPS Protected,Regular,Light,1.35,0
Motherboard,MSI,Konkan/Mumbai,2018,8,6.98,6.4,Normal,Normal,Frequent Outages,None,Office,0.36,0
Television,Sony,Vidarbha/Marathwada,2018,8,6.9,11.2,Hot,Clean,Frequent Outages,Regular,Light,0.0,1
Computer,HP,Pune/Nashik,2022,6,3.32,12.0,Hot,Normal,Frequent Outages,Occasional,Light,2.28,0
Monitor,Dell,Vidarbha/Marathwada,2022,7,3.13,5.9,Cool,Harsh,Frequent Outages,Occasional,Light,3.51,0
Smartphone,Vivo,Konkan/Mumbai,2023,4,2.42,9.0,Cool,Normal,Direct Grid,Regular,Office,0.99,0
Washing Machine,LG,Pune/Nashik,2022,10,2.86,6.0,Cool,Normal,Direct Grid,Occasional,Office,6.28,0
Camera,Canon,Pune/Nashik,2019,5,5.81,3.6,Normal,Normal,Direct Grid,Occasional,Light,0.0,1
Air Conditioner,Samsung,Konkan/Mumbai,2017,10,7.79,12.9,Normal,Clean,Direct Grid,Regular,Office,0.49,0
Laptop,HP,Pune/Nashik,2020,5,4.94,10.9,Normal,Clean,Direct Grid,None,Office,0.0,1
Laptop,HP,Pune/Nashik,2024,5,0.93,4.1,Normal,Clean,UPS Protected,None,Light,3.74,0
Microwave,IFB,Pune/Nashik,2018,8,7.42,13.5,Normal,Normal,Direct Grid,Occasional,Office,0.0,1
Air Conditioner,Daikin,Pune/Nashik,2025,10,0.31,8.9,Cool,Normal,UPS Protected,Occasional,Heavy,9.69,0
Smartwatch,Apple,Pune/Nashik,2021,3,4.24,7.2,Normal,Harsh,Direct Grid,None,Light,0.0,1
Laptop,Dell,Konkan/Mumbai,2019,5,6.0,4.9,Normal,Harsh,Direct Grid,Occasional,Light,0.0,1
Monitor,Acer,Vidarbha/Marathwada,2021,7,3.89,13.4,Normal,Harsh,Direct Grid,Regular,Light,2.25,0
Smartwatch,Samsung,Vidarbha/Marathwada,2025,3,0.16,12.2,Hot,Harsh,Direct Grid,None,Office,2.51,0
Mouse,Zebronics,Pune/Nashik,2023,3,2.33,4.3,Hot,Normal,Direct Grid,None,Office,0.34,0
Printer,Epson,Konkan/Mumbai,2025,5,0.39,12.3,Normal,Clean,UPS Protected,None,Light,4.43,0
Battery,Generic,Pune/Nashik,2025,3,0.47,12.6,Normal,Normal,UPS Protected,Occasional,Office,2.33,0
Keyboard,HP,Pune/Nashik,2020,4,4.81,12.3,Hot,Normal,Direct Grid,Occasional,Heavy,0.0,1
Refrigerator,Godrej,Pune/Nashik,2016,12,9.04,7.5,Cool,Clean,Frequent Outages,Occasional,Light,2.5,0
Battery,Generic,Konkan/Mumbai,2022,3,3.13,8.4,Normal,Clean,Direct Grid,Regular,Office,0.0,1
Laptop,Asus,Pune/Nashik,2023,5,2.23,10.9,Normal,Clean,UPS Protected,Occasional,Light,2.77,0
Smartwatch,Samsung,Konkan/Mumbai,2022,3,2.87,11.3,Cool,Normal,UPS Protected,Occasional,Light,0.0,1
Camera,Logitech,Pune/Nashik,2025,5,0.17,10.7,Normal,Normal,UPS Protected,Occasional,Office,4.75,0
Smartphone,Realme,Vidarbha/Marathwada,2020,4,5.48,13.9,Normal,Normal,Frequent Outages,Regular,Office,0.0,1
Router / Switch,Netgear,Konkan/Mumbai,2024,6,1.16,8.4,Cool,Harsh,UPS Protected,Occasional,Light,4.84,0
Hard Disk / SSD,WD,Konkan/Mumbai,2019,5,5.57,1.8,Hot,Clean,UPS Protected,Occasional,Office,0.0,1
Hard Disk / SSD,Samsung,Konkan/Mumbai,2018,5,6.61,8.3,Normal,Clean,UPS Protected,None,Office,0.0,1
Keyboard,Dell,Konkan/Mumbai,2019,4,5.89,1.5,Cool,Harsh,Frequent Outages,Occasional,Heavy,0.0,1
Printer,Brother,Vidarbha/Marathwada,2024,5,0.83,2.9,Hot,Harsh,Direct Grid,Occasional,Office,3.77,0
Smartphone,Vivo,Vidarbha/Marathwada,2023,4,2.4,9.7,Hot,Clean,UPS Protected,Occasional,Light,1.37,0
Printer,Epson,Konkan/Mumbai,2023,5,1.57,8.3,Hot,Clean,Direct Grid,Regular,Light,3.14,0
Smartphone,Vivo,Pune/Nashik,2024,4,1.06,3.9,Normal,Harsh,Direct Grid,Regular,Heavy,2.5,0
Smartwatch,Apple,Vidarbha/Marathwada,2024,3,0.75,2.2,Normal,Normal,Direct Grid,None,Heavy,2.18,0
Mouse,Logitech,Pune/Nashik,2023,3,1.57,12.2,Normal,Normal,UPS Protected,Occasional,Office,1.26,0
Projector,BenQ,Pune/Nashik,2020,5,5.41,6.7,Cool,Normal,Direct Grid,Regular,Office,0.0,1
Television,Sony,Konkan/Mumbai,2018,8,7.45,5.1,Normal,Normal,Direct Grid,Occasional,Light,0.0,1
Monitor,LG,Pune/Nashik,2019,7,6.08,12.9,Normal,Harsh,UPS Protected,Occasional,Light,0.0,1
Projector,ViewSonic,Vidarbha/Marathwada,2019,5,5.66,13.5,Hot,Harsh,UPS Protected,None,Heavy,0.0,1
Mouse,Dell,Konkan/Mumbai,2025,3,0.35,3.1,Cool,Harsh,UPS Protected,None,Light,2.65,0
Monitor,Dell,Vidarbha/Marathwada,2025,7,0.17,3.2,Normal,Normal,Frequent Outages,Occasional,Light,6.72,0
Monitor,LG,Vidarbha/Marathwada,2019,7,5.58,9.8,Cool,Clean,Direct Grid,None,Light,1.13,0
Mouse,Logitech,Vidarbha/Marathwada,2024,3,1.06,11.6,Hot,Harsh,Frequent Outages,Regular,Heavy,1.42,0
Smartwatch,Apple,Pune/Nashik,2022,3,2.56,10.4,Cool,Normal,Direct Grid,Occasional,Light,0.28,0
Television,Samsung,Konkan/Mumbai,2023,8,2.47,11.5,Cool,Clean,Frequent Outages,Regular,Light,4.9,0
Smartphone,Realme,Pune/Nashik,2023,4,2.19,12.3,Normal,Normal,Direct Grid,Regular,Office,1.52,0
Printer,Canon,Pune/Nashik,2023,5,2.29,8.9,Normal,Clean,Direct Grid,Regular,Office,2.09,0
Hard Disk / SSD,Crucial,Pune/Nashik,2020,5,4.78,12.0,Normal,Clean,UPS Protected,Occasional,Light,0.0,1
Mouse,HP,Vidarbha/Marathwada,2020,3,4.9,3.7,Cool,Harsh,Direct Grid,None,Office,0.0,1
Keyboard,HP,Vidarbha/Marathwada,2024,4,0.97,4.6,Hot,Harsh,Direct Grid,Occasional,Office,2.8,0
Refrigerator,Godrej,Vidarbha/Marathwada,2013,12,11.77,4.8,Cool,Normal,UPS Protected,Occasional,Office,0.0,1
Microwave,Bajaj,Pune/Nashik,2022,8,2.98,4.9,Hot,Normal,Frequent Outages,None,Office,4.71,0
Motherboard,Asus,Pune/Nashik,2016,8,8.67,5.6,Normal,Normal,UPS Protected,None,Light,0.0,1
Washing Machine,LG,Vidarbha/Marathwada,2018,10,7.38,3.8,Hot,Harsh,UPS Protected,Occasional,Light,1.11,0
Television,Sony,Vidarbha/Marathwada,2015,8,9.61,4.4,Hot,Normal,Direct Grid,None,Heavy,0.0,1
Keyboard,HP,Vidarbha/Marathwada,2024,4,1.02,4.1,Normal,Clean,Frequent Outages,Occasional,Heavy,2.67,0
Printer,HP,Vidarbha/Marathwada,2019,5,5.8,6.6,Hot,Harsh,Frequent Outages,Regular,Light,0.0,1
Washing Machine,LG,Vidarbha/Marathwada,2014,10,10.56,6.1,Hot,Normal,Direct Grid,Regular,Office,0.0,1
Laptop,Dell,Vidarbha/Marathwada,2023,5,2.45,6.0,Hot,Harsh,Frequent Outages,None,Light,1.97,0
Smartwatch,Apple,Pune/Nashik,2023,3,1.72,12.8,Normal,Clean,Frequent Outages,Occasional,Light,0.95,0
Microwave,Samsung,Konkan/Mumbai,2016,8,9.48,3.7,Normal,Normal,Direct Grid,None,Light,0.0,1
Washing Machine,Samsung,Konkan/Mumbai,2015,10,9.83,1.7,Normal,Normal,Direct Grid,Occasional,Office,0.0,1
Air Conditioner,Samsung,Vidarbha/Marathwada,2019,10,6.29,12.6,Normal,Clean,Direct Grid,Occasional,Office,2.64,0
Laptop,Dell,Vidarbha/Marathwada,2024,5,0.88,8.6,Hot,Clean,Direct Grid,Regular,Light,3.64,0
Hard Disk / SSD,Crucial,Vidarbha/Marathwada,2022,5,2.9,12.6,Hot,Normal,Frequent Outages,Occasional,Light,1.24,0
Smartphone,OnePlus,Pune/Nashik,2023,4,2.5,13.4,Normal,Clean,UPS Protected,Regular,Office,1.42,0
Battery,Exide,Pune/Nashik,2020,3,4.99,8.8,Hot,Normal,UPS Protected,Occasional,Light,0.0,1
Smartwatch,Noise,Vidarbha/Marathwada,2022,3,3.12,2.1,Normal,Normal,Direct Grid,Regular,Office,0.0,1
Computer,Dell,Vidarbha/Marathwada,2017,6,7.55,13.4,Hot,Normal,Frequent Outages,Occasional,Light,0.0,1
Television,TCL,Pune/Nashik,2021,8,3.68,13.1,Normal,Clean,Direct Grid,Regular,Office,3.67,0
Air Conditioner,LG,Konkan/Mumbai,2017,10,8.39,10.1,Hot,Clean,Direct Grid,Occasional,Office,0.05,0
Hard Disk / SSD,WD,Konkan/Mumbai,2018,5,6.74,1.7,Normal,Normal,Direct Grid,None,Light,0.0,1
Printer,Brother,Vidarbha/Marathwada,2025,5,0.02,5.7,Hot,Normal,Frequent Outages,Occasional,Office,4.6,0
Air Conditioner,Samsung,Pune/Nashik,2018,10,6.98,1.6,Cool,Normal,Direct Grid,Occasional,Heavy,2.16,0
Refrigerator,LG,Vidarbha/Marathwada,2023,12,1.92,4.7,Hot,Clean,Frequent Outages,Occasional,Light,10.08,0
Keyboard,Logitech,Konkan/Mumbai,2023,4,2.1,1.5,Cool,Normal,Direct Grid,Occasional,Light,1.89,0
Hard Disk / SSD,Samsung,Konkan/Mumbai,2021,5,3.64,4.1,Normal,Normal,UPS Protected,Occasional,Office,0.73,0
Mouse,Dell,Konkan/Mumbai,2020,3,4.78,10.8,Cool,Normal,Direct Grid,Regular,Office,0.0,1
Monitor,LG,Pune/Nashik,2021,7,4.05,8.1,Hot,Normal,UPS Protected,Occasional,Light,2.44,0
Mouse,Zebronics,Pune/Nashik,2020,3,4.61,10.8,Normal,Normal,Direct Grid,Regular,Heavy,0.0,1
Computer,HP,Vidarbha/Marathwada,2024,6,1.15,12.0,Normal,Clean,Direct Grid,Occasional,Light,4.73,0
Router / Switch,D-Link,Pune/Nashik,2025,6,0.27,5.1,Normal,Clean,Direct Grid,None,Heavy,5.73,0
Hard Disk / SSD,Seagate,Vidarbha/Marathwada,2024,5,1.27,9.3,Hot,Harsh,Frequent Outages,Occasional,Heavy,3.34,0
Camera,Nikon,Pune/Nashik,2021,5,3.75,9.2,Hot,Clean,UPS Protected,None,Light,0.47,0
Smartphone,Samsung,Konkan/Mumbai,2020,4,4.81,1.4,Cool,Normal,Direct Grid,Occasional,Office,0.0,1
Smartwatch,Noise,Vidarbha/Marathwada,2023,3,2.19,3.1,Hot,Normal,Direct Grid,None,Light,0.64,0
Microwave,Bajaj,Konkan/Mumbai,2022,8,3.03,13.2,Hot,Clean,Direct Grid,Regular,Heavy,4.48,0
Camera,Logitech,Konkan/Mumbai,2022,5,2.9,13.7,Cool,Normal,Frequent Outages,Occasional,Light,1.49,0
Television,Mi,Pune/Nashik,2025,8,0.18,12.2,Normal,Clean,Direct Grid,Occasional,Office,7.82,0
Air Conditioner,Samsung,Pune/Nashik,2020,10,5.0,13.9,Hot,Clean,UPS Protected,Occasional,Heavy,3.9,0
Laptop,HP,Konkan/Mumbai,2021,5,3.88,7.4,Hot,Harsh,UPS Protected,None,Light,0.53,0
Microwave,IFB,Pune/Nashik,2021,8,3.56,7.7,Normal,Clean,UPS Protected,Occasional,Office,3.61,0
Monitor,BenQ,Vidarbha/Marathwada,2023,7,2.45,10.2,Hot,Normal,Direct Grid,Regular,Light,3.86,0
Motherboard,Gigabyte,Pune/Nashik,2020,8,4.73,12.1,Normal,Normal,UPS Protected,Regular,Light,2.82,0
Television,TCL,Konkan/Mumbai,2019,8,5.81,13.9,Normal,Clean,Direct Grid,None,Light,1.1,0
Laptop,Acer,Vidarbha/Marathwada,2023,5,2.32,14.0,Hot,Normal,Direct Grid,Occasional,Light,2.11,0
Projector,Sony,Vidarbha/Marathwada,2020,5,5.02,1.6,Hot,Harsh,UPS Protected,Occasional,Office,0.0,1
Microwave,LG,Pune/Nashik,2017,8,8.25,11.5,Normal,Normal,Direct Grid,None,Office,0.0,1
Router / Switch,TP-Link,Konkan/Mumbai,2021,6,3.85,11.1,Normal,Normal,UPS Protected,None,Light,1.57,0
Monitor,BenQ,Vidarbha/Marathwada,2019,7,5.54,5.8,Hot,Harsh,Direct Grid,Occasional,Office,0.39,0
Refrigerator,Godrej,Konkan/Mumbai,2015,12,10.28,1.4,Cool,Harsh,UPS Protected,None,Office,0.0,1
Microwave,LG,Pune/Nashik,2016,8,9.29,2.1,Hot,Normal,Direct Grid,Occasional,Office,0.0,1
Television,LG,Vidarbha/Marathwada,2015,8,9.68,6.5,Hot,Harsh,Direct Grid,Regular,Heavy,0.0,1
Monitor,Acer,Pune/Nashik,2016,7,8.74,6.3,Cool,Normal,Frequent Outages,Occasional,Heavy,0.0,1
Monitor,Dell,Konkan/Mumbai,2019,7,5.98,2.3,Cool,Normal,Frequent Outages,Regular,Heavy,0.68,0
Motherboard,MSI,Konkan/Mumbai,2022,8,2.88,6.6,Hot,Harsh,Direct Grid,None,Light,4.86,0
Motherboard,MSI,Vidarbha/Marathwada,2022,8,3.41,9.2,Hot,Clean,Frequent Outages,Regular,Light,4.12,0
Air Conditioner,Voltas,Pune/Nashik,2021,10,3.82,2.8,Hot,Clean,UPS Protected,Regular,Office,6.18,0
Laptop,Apple,Pune/Nashik,2021,5,4.44,13.3,Cool,Normal,UPS Protected,Occasional,Office,0.0,1
Smartwatch,Noise,Konkan/Mumbai,2025,3,0.01,12.7,Hot,Clean,Direct Grid,Regular,Light,2.99,0
Camera,Canon,Vidarbha/Marathwada,2021,5,4.45,3.2,Hot,Harsh,Frequent Outages,Occasional,Office,0.0,1
Air Conditioner,Daikin,Vidarbha/Marathwada,2023,10,1.83,10.5,Hot,Normal,UPS Protected,None,Office,7.51,0
Refrigerator,Whirlpool,Vidarbha/Marathwada,2014,12,10.7,4.2,Hot,Normal,Direct Grid,Regular,Light,0.0,1
Keyboard,Logitech,Vidarbha/Marathwada,2023,4,1.69,9.5,Hot,Normal,Direct Grid,None,Office,1.7,0
Smartphone,Vivo,Konkan/Mumbai,2025,4,0.32,4.1,Normal,Harsh,UPS Protected,None,Office,3.68,0
Hard Disk / SSD,Samsung,Vidarbha/Marathwada,2019,5,6.14,7.1,Hot,Harsh,Direct Grid,Occasional,Office,0.0,1
Camera,Logitech,Konkan/Mumbai,2021,5,4.05,10.4,Normal,Normal,UPS Protected,Regular,Light,0.15,0
Laptop,Asus,Konkan/Mumbai,2018,5,6.7,8.5,Normal,Harsh,UPS Protected,Occasional,Office,0.0,1
Mouse,HP,Konkan/Mumbai,2021,3,3.94,13.5,Normal,Normal,UPS Protected,Regular,Light,0.0,1
Router / Switch,Netgear,Konkan/Mumbai,2023,6,1.68,7.8,Normal,Normal,UPS Protected,Occasional,Light,3.77,0
Battery,Luminous,Pune/Nashik,2020,3,4.97,13.5,Hot,Clean,Direct Grid,None,Office,0.0,1
Microwave,LG,Pune/Nashik,2022,8,2.61,4.9,Normal,Normal,Frequent Outages,None,Light,5.36,0
Microwave,LG,Vidarbha/Marathwada,2017,8,7.98,4.5,Hot,Clean,Frequent Outages,Occasional,Light,0.0,1
Mouse,Zebronics,Konkan/Mumbai,2021,3,3.55,13.8,Normal,Harsh,Direct Grid,Occasional,Office,0.0,1
Washing Machine,IFB,Vidarbha/Marathwada,2021,10,4.44,8.7,Hot,Harsh,Direct Grid,Occasional,Light,4.31,0
Washing Machine,LG,Pune/Nashik,2020,10,5.45,6.6,Cool,Normal,UPS Protected,Regular,Light,3.96,0
Smartphone,Vivo,Pune/Nashik,2021,4,4.18,10.1,Cool,Clean,UPS Protected,Regular,Light,0.0,1
Motherboard,Gigabyte,Pune/Nashik,2015,8,9.75,4.3,Normal,Clean,UPS Protected,Occasional,Light,0.0,1
Washing Machine,LG,Konkan/Mumbai,2019,10,5.69,10.0,Normal,Normal,UPS Protected,Occasional,Heavy,3.1,0
Refrigerator,LG,Konkan/Mumbai,2013,12,11.78,12.7,Normal,Clean,UPS Protected,Occasional,Heavy,0.0,1
Washing Machine,IFB,Konkan/Mumbai,2021,10,3.55,11.4,Cool,Normal,UPS Protected,None,Heavy,6.45,0
Washing Machine,Samsung,Vidarbha/Marathwada,2020,10,5.46,6.1,Normal,Harsh,Frequent Outages,None,Light,2.83,0
Air Conditioner,Samsung,Pune/Nashik,2014,10,11.33,3.2,Cool,Normal,Direct Grid,None,Light,0.0,1
Printer,Canon,Konkan/Mumbai,2023,5,1.73,3.6,Cool,Harsh,Direct Grid,Regular,Light,2.87,0
Microwave,LG,Konkan/Mumbai,2016,8,9.08,12.5,Normal,Normal,Direct Grid,None,Light,0.0,1
Smartphone,Realme,Vidarbha/Marathwada,2020,4,4.83,8.9,Normal,Harsh,UPS Protected,Regular,Light,0.0,1
Washing Machine,IFB,Pune/Nashik,2017,10,8.19,9.9,Cool,Normal,UPS Protected,None,Office,0.44,0
Smartwatch,Samsung,Pune/Nashik,2022,3,2.98,2.8,Hot,Normal,Direct Grid,Regular,Light,0.0,1
Camera,Logitech,Konkan/Mumbai,2021,5,3.94,8.5,Normal,Clean,Frequent Outages,None,Office,0.21,0
Monitor,Acer,Vidarbha/Marathwada,2020,7,4.79,8.4,Normal,Normal,Direct Grid,Occasional,Office,1.9,0
Projector,BenQ,Pune/Nashik,2020,5,4.64,10.2,Cool,Normal,Direct Grid,Regular,Light,0.0,1
Television,Mi,Konkan/Mumbai,2021,8,4.33,11.7,Normal,Normal,UPS Protected,Occasional,Office,3.0,0
Monitor,Acer,Konkan/Mumbai,2016,7,8.86,6.5,Normal,Harsh,UPS Protected,None,Light,0.0,1
Battery,Amaron,Pune/Nashik,2025,3,0.07,12.3,Normal,Clean,Frequent Outages,Occasional,Heavy,2.64,0
Camera,Nikon,Konkan/Mumbai,2025,5,0.49,7.0,Cool,Normal,Direct Grid,Regular,Office,4.28,0
Hard Disk / SSD,Samsung,Vidarbha/Marathwada,2018,5,6.71,12.5,Hot,Clean,Frequent Outages,None,Light,0.0,1
Hard Disk / SSD,Crucial,Pune/Nashik,2024,5,0.53,13.9,Normal,Clean,Direct Grid,None,Heavy,4.29,0
Mouse,Logitech,Vidarbha/Marathwada,2021,3,4.04,13.8,Normal,Clean,Frequent Outages,Occasional,Light,0.0,1
Smartwatch,Apple,Pune/Nashik,2024,3,1.43,5.4,Normal,Normal,Direct Grid,Regular,Office,1.29,0
Microwave,Bajaj,Konkan/Mumbai,2023,8,1.9,6.3,Normal,Normal,UPS Protected,None,Light,6.1,0
Washing Machine,Samsung,Vidarbha/Marathwada,2017,10,8.46,13.4,Hot,Harsh,Direct Grid,Occasional,Heavy,0.0,1
Projector,ViewSonic,Pune/Nashik,2023,5,2.35,6.4,Hot,Clean,Frequent Outages,Occasional,Office,2.42,0
Keyboard,HP,Vidarbha/Marathwada,2024,4,0.57,2.9,Hot,Clean,Direct Grid,Occasional,Office,3.23,0
Monitor,Acer,Konkan/Mumbai,2020,7,4.51,12.6,Hot,Harsh,Direct Grid,Occasional,Light,1.04,0
Keyboard,HP,Konkan/Mumbai,2019,4,5.99,11.7,Normal,Clean,Direct Grid,Regular,Office,0.0,1
Television,Samsung,Vidarbha/Marathwada,2022,8,3.41,10.9,Hot,Normal,Frequent Outages,Occasional,Office,3.72,0
Refrigerator,Godrej,Konkan/Mumbai,2018,12,7.01,6.4,Normal,Harsh,Direct Grid,Occasional,Light,3.8,0
Monitor,Dell,Vidarbha/Marathwada,2024,7,1.49,11.6,Normal,Harsh,Frequent Outages,Occasional,Office,4.76,0
Printer,HP,Vidarbha/Marathwada,2024,5,1.41,5.6,Hot,Normal,Frequent Outages,Regular,Office,3.15,0
Printer,HP,Konkan/Mumbai,2023,5,1.93,1.9,Normal,Harsh,Frequent Outages,Occasional,Heavy,2.59,0
